"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
1,1 Jan 2025 19:14:24.947,1 Jan 2025 19:17:51.560,206.613
2,1 Jan 2025 20:49:13.737,1 Jan 2025 20:50:08.932,55.196
3,2 Jan 2025 18:56:06.855,2 Jan 2025 18:58:15.013,128.158
4,2 Jan 2025 20:29:50.669,2 Jan 2025 20:32:19.291,148.622
5,3 Jan 2025 18:38:02.195,3 Jan 2025 18:38:32.913,30.718
6,3 Jan 2025 20:10:43.704,3 Jan 2025 20:14:23.274,219.570
7,4 Jan 2025 19:51:49.961,4 Jan 2025 19:56:13.517,263.556
8,5 Jan 2025 19:33:08.148,5 Jan 2025 19:37:27.922,259.774
9,6 Jan 2025 19:14:37.916,6 Jan 2025 19:18:05.327,207.410
10,6 Jan 2025 20:49:27.508,6 Jan 2025 20:50:21.458,53.951
11,7 Jan 2025 18:56:19.676,7 Jan 2025 18:58:28.868,129.191
12,7 Jan 2025 20:30:04.227,7 Jan 2025 20:32:31.884,147.657
13,8 Jan 2025 18:38:14.844,8 Jan 2025 18:38:46.824,31.980
14,8 Jan 2025 20:10:57.092,8 Jan 2025 20:14:35.961,218.869
15,9 Jan 2025 19:52:03.203,9 Jan 2025 19:56:26.469,263.266
16,10 Jan 2025 19:33:21.253,10 Jan 2025 19:37:41.404,260.151
17,11 Jan 2025 19:14:50.885,11 Jan 2025 19:18:19.090,208.206
18,11 Jan 2025 20:49:41.284,11 Jan 2025 20:50:33.982,52.699
19,12 Jan 2025 18:56:32.498,12 Jan 2025 18:58:42.721,130.223
20,12 Jan 2025 20:30:17.785,12 Jan 2025 20:32:44.474,146.689
21,13 Jan 2025 18:38:27.495,13 Jan 2025 18:39:00.735,33.240
22,13 Jan 2025 20:11:10.482,13 Jan 2025 20:14:48.646,218.164
23,14 Jan 2025 19:52:16.447,14 Jan 2025 19:56:39.415,262.968
24,15 Jan 2025 19:33:34.361,15 Jan 2025 19:37:54.882,260.521
25,16 Jan 2025 19:15:03.856,16 Jan 2025 19:18:32.854,208.998
26,16 Jan 2025 20:49:55.064,16 Jan 2025 20:50:46.505,51.441
27,17 Jan 2025 18:56:45.322,17 Jan 2025 18:58:56.574,131.252
28,17 Jan 2025 20:30:31.347,17 Jan 2025 20:32:57.064,145.717
29,18 Jan 2025 18:38:40.148,18 Jan 2025 18:39:14.645,34.497
30,18 Jan 2025 20:11:23.871,18 Jan 2025 20:15:01.330,217.459
31,19 Jan 2025 19:52:29.694,19 Jan 2025 19:56:52.358,262.664
32,20 Jan 2025 19:33:47.471,20 Jan 2025 19:38:08.354,260.884
33,21 Jan 2025 19:15:16.828,21 Jan 2025 19:18:46.615,209.786
34,21 Jan 2025 20:50:08.847,21 Jan 2025 20:50:59.029,50.182
35,22 Jan 2025 18:56:58.148,22 Jan 2025 18:59:10.425,132.277
36,22 Jan 2025 20:30:44.911,22 Jan 2025 20:33:09.655,144.744
37,23 Jan 2025 18:38:52.804,23 Jan 2025 18:39:28.552,35.749
38,23 Jan 2025 20:11:37.264,23 Jan 2025 20:15:14.012,216.748
39,24 Jan 2025 19:52:42.940,24 Jan 2025 19:57:05.294,262.354
40,25 Jan 2025 19:34:00.580,25 Jan 2025 19:38:21.819,261.239
41,26 Jan 2025 19:15:29.801,26 Jan 2025 19:19:00.372,210.572
42,26 Jan 2025 20:50:22.634,26 Jan 2025 20:51:11.550,48.916
